FID1 IID1 FID2 IID2 HetHet IBS0 KINSHIP
0 3322393 0 5586986 0.075 0.0051 0.2431
0 4066178 0 3826837 0.044 0.0145 0.0565
0 5963704 0 5863238 0.042 0.0145 0.0483
0 3660557 0 3087259 0.075 0.0045 0.2553
0 3564078 0 2733303 0.051 0.0094 0.1215
0 3545824 0 6008067 0.046 0.0137 0.0691
0 2678527 0 4832027 0.05 0.0122 0.0851
0 1094579 0 5524577 0.046 0.0139 0.0666
0 1382442 0 1176640 0.04 0.0135 0.0465
0 3121147 0 1225590 0.045 0.0143 0.0622
0 1423829 0 4540945 0.046 0.0149 0.0589
0 3192591 0 5709145 0.067 0 0.2513
0 4974880 0 3999376 0.076 0.0057 0.2383
0 4415251 0 4551615 0.044 0.0157 0.0465
0 2182311 0 4741610 0.045 0.014 0.0644
0 4608804 0 2889385 0.083 0.0039 0.282
0 3242508 0 4848331 0.046 0.0143 0.0643
0 4820359 0 3728787 0.053 0.0092 0.1266
0 1970172 0 1872039 0.054 0.0102 0.1244
0 3461099 0 4342825 0.081 0.0046 0.2666
0 2957112 0 5621245 0.047 0.0138 0.0696
0 6024702 0 2943550 0.045 0.0148 0.0565
0 4628337 0 3927873 0.046 0.0147 0.0568
0 2545263 0 4350092 0.047 0.0142 0.0657
0 5205027 0 4464623 0.052 0.0095 0.1208
0 5811198 0 1897683 0.047 0.0142 0.0666
0 3850345 0 3290601 0.078 0.0041 0.2603
0 5881161 0 2019950 0.043 0.0151 0.047
0 3104245 0 4154261 0.048 0.0143 0.0696
0 3737651 0 2654526 0.048 0.0123 0.0879
0 1674502 0 5639013 0.076 0.0046 0.248
0 4925687 0 4593260 0.074 0.0056 0.2302
0 3542035 0 5204945 0.041 0.0139 0.0472
0 5335024 0 2764336 0.073 0.0046 0.24
0 5421540 0 5722544 0.039 0.0125 0.0457
0 4754567 0 4217183 0.044 0.0156 0.0469
0 4655798 0 4999777 0.049 0.0121 0.0903
0 1495368 0 1132018 0.076 0.0051 0.2458
0 3308429 0 2942062 0.053 0.0101 0.1218
0 5630377 0 4210843 0.053 0.0092 0.126
0 1051610 0 5438458 0.045 0.0141 0.062
0 3032315 0 4797223 0.045 0.0141 0.0624
0 4429407 0 5784583 0.046 0.0156 0.0527
0 4865280 0 3052480 0.053 0.0095 0.128
0 3717760 0 2578311 0.072 0.0037 0.2438
0 1696905 0 2691720 0.049 0.0126 0.0841
0 2621620 0 3401957 0.052 0.0092 0.1234
0 1574580 0 1437606 0.044 0.0083 0.128
0 5274838 0 1504370 0.045 0.0157 0.0492
0 1191431 0 4320676 0.041 0.0111 0.0832
0 1753076 0 4647451 0.047 0.0138 0.0719
0 5968883 0 5758893 0.053 0.0094 0.1255
0 2301865 0 3440069 0.044 0.0154 0.0444
0 3333272 0 1051306 0.045 0.0144 0.0625
0 2756629 0 3831832 0.078 0.0037 0.2599
0 2094613 0 1491618 0.048 0.0135 0.0757
0 3822630 0 5004732 0.053 0.0101 0.1227
0 4581801 0 2808774 0.045 0.0154 0.0505
0 1690590 0 2009834 0.048 0.0135 0.0736
0 3306001 0 5361114 0.047 0.0141 0.0655
0 4611429 0 1972281 0.069 1e-04 0.2529
0 4827836 0 1090474 0.078 0.0034 0.2646
0 3209474 0 3933334 0.053 0.0107 0.1137
0 3598383 0 4240176 0.08 0.0033 0.2729
0 4917852 0 4847417 0.055 0.0081 0.1431
0 2208876 0 5600375 0.044 0.0146 0.0548
0 2588027 0 4166845 0.044 0.0153 0.0472
0 3566848 0 1228303 0.075 0.005 0.2448
0 4366157 0 4119389 0.041 0.0136 0.0485
0 3416082 0 3105067 0.072 0.0053 0.227
0 2353023 0 2098194 0.046 0.0145 0.0617
0 1798787 0 4444525 0.045 0.0149 0.057
0 1821709 0 3971004 0.081 0.0047 0.2642
0 5012365 0 5490116 0.076 0.0045 0.2489
0 1065723 0 3144280 0.045 0.0138 0.0666
0 2057263 0 4792811 0.049 0.0128 0.0854
0 1196068 0 3702456 0.066 0 0.2478
0 4725799 0 1411166 0.044 0.0151 0.0507
0 2669986 0 3368656 0.053 0.0093 0.1271
0 5778919 0 3467533 0.047 0.0129 0.076
0 3603105 0 1054190 0.074 0.0047 0.2415
0 1275361 0 3553730 0.046 0.0145 0.0584
0 5854079 0 3507614 0.072 0.0052 0.2259
0 1373121 0 1595160 0.046 0.0137 0.0677
0 5693899 0 1853401 0.041 0.012 0.0591
0 1622060 0 5812005 0.045 0.0147 0.0549
0 5056210 0 5983966 0.046 0.014 0.0653
0 3950081 0 3631616 0.047 0.0142 0.0687
0 1116547 0 2778318 0.047 0.0141 0.0685
0 5172140 0 4874020 0.044 0.0152 0.0518
0 3179304 0 4719272 0.077 0.005 0.2495
0 3625261 0 5722544 0.041 0.014 0.0471
0 4495577 0 5161652 0.046 0.0143 0.0657
0 5787441 0 1918583 0.046 0.0144 0.0593
0 1605621 0 3521539 0.045 0.0154 0.0512
0 2699575 0 1373541 0.045 0.0147 0.0587
0 1538802 0 3044016 0.041 0.0137 0.0488
0 1376616 0 3639999 0.074 0.0043 0.2447
0 2029924 0 3162947 0.08 0.0044 0.2654
0 5757303 0 4925166 0.044 0.0154 0.0474
0 5779687 0 4027249 0.045 0.0144 0.0598
0 1102691 0 3399320 0.045 0.0153 0.0506
0 1985678 0 2456227 0.073 0.0054 0.2319
0 2242366 0 3053232 0.047 0.0137 0.0716
0 1931608 0 4888295 0.047 0.013 0.0799
0 1204340 0 3879341 0.075 0.0055 0.2374
0 5643310 0 3736492 0.046 0.0143 0.0649
0 3036272 0 4729126 0.045 0.0149 0.0546
0 1380060 0 2275124 0.046 0.0143 0.0542
0 4592532 0 5589976 0.081 0.0025 0.2852
0 2937030 0 5587417 0.049 0.0126 0.0872
0 5518706 0 2095594 0.053 0.0097 0.1235
0 4079355 0 3621113 0.046 0.0144 0.0628
0 4531965 0 2317454 0.076 0.0048 0.2457
0 2647610 0 2047362 0.046 0.014 0.0658
0 3998484 0 2211591 0.067 1e-04 0.247
0 4353975 0 3308127 0.048 0.0131 0.0763
0 2383405 0 5823888 0.045 0.0146 0.0553
0 5773075 0 5752598 0.041 0.013 0.0512
0 5400068 0 3640769 0.055 0.0076 0.1464
0 3866874 0 5857255 0.045 0.0135 0.0659
0 5660380 0 3540216 0.044 0.0154 0.0491
0 1717921 0 1237112 0.069 0 0.2546
0 4803507 0 2905500 0.053 0.0101 0.1223
0 5637209 0 1711844 0.076 0.0042 0.253
0 1116754 0 4193339 0.051 0.0105 0.113
0 3542734 0 4611735 0.05 0.0128 0.0871
0 1326946 0 3246024 0.047 0.0142 0.0647
0 3823923 0 3493945 0.044 0.0151 0.0501
0 4912686 0 3692069 0.046 0.0145 0.0612
0 1981183 0 3068574 0.045 0.0146 0.0584
0 4457482 0 3027399 0.046 0.0148 0.0594
0 5715754 0 3805061 0.045 0.0154 0.0515
0 2314415 0 2181120 0.072 0.0063 0.2232
0 1051984 0 1842353 0.045 0.0155 0.0502
0 5242313 0 3808874 0.046 0.0149 0.0595
0 3324868 0 4989117 0.053 0.0101 0.1224
0 1924177 0 2127564 0.047 0.0133 0.0733
0 4129634 0 2071348 0.046 0.0144 0.0602
0 1979730 0 5723283 0.047 0.0136 0.0723
0 2609947 0 3984093 0.047 0.0137 0.0703
0 5395482 0 4654376 0.045 0.0151 0.0537
0 1806660 0 5159351 0.048 0.0133 0.0801
0 2211156 0 4443459 0.078 0.0046 0.2623
0 5048395 0 2598843 0.047 0.0136 0.0712
0 3789870 0 1809322 0.041 0.014 0.0469
0 5651096 0 4288079 0.045 0.0155 0.0526
0 4048082 0 1338202 0.071 0.0055 0.2243
0 5138776 0 2836454 0.037 0.008 0.0759
0 3264353 0 3508291 0.044 0.0143 0.0591
0 2993757 0 3626316 0.076 0.0035 0.2537
0 2759867 0 3832361 0.046 0.0138 0.0702
0 1010929 0 2435280 0.043 0.0155 0.045
0 5948299 0 3454092 0.036 0.0076 0.1145
0 2679567 0 2659995 0.048 0.0134 0.0751
0 4204931 0 4568450 0.044 0.0152 0.0491
0 2749131 0 1527964 0.045 0.0144 0.0585
0 5346361 0 4331756 0.135 0 0.4991
0 5213408 0 3932173 0.045 0.0149 0.0544
0 5450241 0 3619462 0.047 0.0132 0.0754
0 4117554 0 5608283 0.044 0.0155 0.0462
0 2708460 0 2185221 0.074 0.0055 0.2337
0 2333732 0 5753020 0.041 0.0142 0.0442
0 5457073 0 1808628 0.045 0.0151 0.0527
0 2740072 0 1861086 0.074 0.0054 0.2394
0 1009529 0 4628329 0.049 0.0122 0.0889
0 4368256 0 2544141 0.046 0.0139 0.0654
0 4079463 0 4404796 0.076 0.0049 0.2498
0 4705142 0 5615412 0.047 0.0147 0.061
0 3583869 0 3799705 0.046 0.0136 0.0707
0 3644426 0 1471490 0.048 0.0128 0.0829
0 1433593 0 3417592 0.048 0.0129 0.0827
0 4288125 0 4603940 0.054 0.0091 0.1315
0 3206203 0 1517334 0.073 0.0047 0.2367
0 4061628 0 1161526 0.046 0.0143 0.0615
0 4980924 0 3742590 0.081 0.0049 0.2623
0 1074379 0 2130658 0.044 0.0152 0.0474
0 2110548 0 4409838 0.075 0.0051 0.2389
0 5485917 0 5897857 0.046 0.0134 0.0671
0 4381099 0 1969912 0.046 0.0144 0.0652
0 3727426 0 4591754 0.045 0.0143 0.0612
0 1296714 0 1193287 0.066 0 0.2481
0 4308074 0 1495790 0.042 0.0146 0.0445
0 2542617 0 3551864 0.052 0.0104 0.1099
0 4419131 0 2505069 0.047 0.0141 0.0672
0 2484090 0 2233881 0.073 0.004 0.2406
0 3841723 0 4271402 0.046 0.0135 0.0705
0 1165368 0 4454358 0.072 0.006 0.223
0 4626362 0 5706170 0.046 0.014 0.067
0 1548427 0 1863156 0.046 0.0142 0.0609
0 3675607 0 3667755 0.044 0.0159 0.0447
0 5873178 0 5772840 0.071 0.0058 0.2229
0 4426801 0 5474944 0.068 0 0.2516
0 1931572 0 4000550 0.046 0.015 0.06
0 5004052 0 1633991 0.079 0.0041 0.2653
0 2950373 0 5169473 0.046 0.0146 0.0614
0 3370164 0 5900030 0.045 0.0155 0.0464
0 3326673 0 4659758 0.045 0.0144 0.0612
0 2348514 0 4533477 0.046 0.0132 0.0673
0 5085345 0 5741425 0.046 0.0144 0.0633
0 2868067 0 2422529 0.045 0.0156 0.0499
0 2017429 0 4551777 0.046 0.0152 0.0567
0 2836319 0 4653479 0.049 0.0122 0.0919
0 3404576 0 2802809 0.074 0.0055 0.2339
0 2788090 0 3682547 0.047 0.0146 0.0605
0 4705818 0 4087172 0.045 0.0148 0.0559
0 4704399 0 4403198 0.045 0.0149 0.0571
0 1854585 0 1671100 0.075 0.0045 0.251
0 3122322 0 5014632 0.08 0.0048 0.2615
0 2810387 0 1037591 0.052 0.0091 0.1278
0 1659931 0 5441612 0.054 0.0096 0.1285
0 4790338 0 5259826 0.045 0.0132 0.0744
0 5462032 0 4541136 0.046 0.0147 0.0572
0 4319911 0 5652010 0.078 0.0054 0.2499
0 2226190 0 1285265 0.057 0.0042 0.2407
0 2151679 0 5850970 0.076 0.0047 0.2465
0 3613102 0 5691957 0.047 0.0143 0.0645
0 5164665 0 5946789 0.047 0.0143 0.0685
0 4675586 0 5571467 0.047 0.0137 0.0693
0 3880832 0 2406796 0.077 0.0045 0.2543
0 1049755 0 5153872 0.044 0.0149 0.0536
0 4031128 0 4208195 0.046 0.0145 0.0611
0 5736212 0 4930445 0.066 0 0.2479
0 3293351 0 1201311 0.053 0.0086 0.1341
0 2084194 0 3962892 0.046 0.0137 0.0649
0 2518880 0 4677432 0.047 0.0136 0.0739
0 4238511 0 1015461 0.047 0.0137 0.07
0 4308074 0 5752598 0.041 0.0133 0.051
0 4800546 0 5793038 0.046 0.0143 0.0626
0 2959075 0 1622224 0.046 0.0134 0.0701
0 3136176 0 1215414 0.074 0.0049 0.2403
0 2340161 0 1361167 0.048 0.0133 0.0792
0 1842905 0 4100593 0.046 0.0143 0.0624
0 5248727 0 3022112 0.047 0.0138 0.0667
0 5636942 0 1881543 0.044 0.0154 0.0444
0 4654119 0 1374546 0.044 0.0151 0.0481
0 4671229 0 5523262 0.045 0.0146 0.0571
0 3820162 0 2353948 0.059 0.0096 0.1504
0 1170001 0 2460717 0.047 0.014 0.0687
0 2677925 0 2572393 0.049 0.0115 0.0946
0 3844638 0 1278784 0.045 0.0141 0.0633
0 1847444 0 3024414 0.047 0.0136 0.0711
0 3660579 0 4051973 0.068 0 0.2506
0 1008138 0 1010564 0.068 0.0063 0.2041
0 3747791 0 5963190 0.046 0.0142 0.0613
0 3124183 0 1907734 0.044 0.0147 0.0551
0 2795947 0 6004949 0.049 0.0117 0.0955
0 5504354 0 2327486 0.045 0.0146 0.0551
0 3441530 0 1305386 0.073 0.0066 0.225
0 5457243 0 1777284 0.066 0 0.2466
0 3814302 0 1124704 0.046 0.0136 0.0691
0 2001825 0 4828119 0.078 0.0047 0.2601
0 5203645 0 1236425 0.044 0.0155 0.0449
0 5141340 0 5043903 0.047 0.0135 0.0708
0 5349488 0 5970226 0.054 0.0086 0.1373
0 2057755 0 4750858 0.045 0.0154 0.0522
0 2749166 0 1975143 0.04 0.0132 0.0486
0 4568450 0 2998494 0.044 0.0156 0.046
0 1959067 0 1783144 0.044 0.0155 0.0454
0 4923051 0 3637829 0.045 0.0147 0.0575
0 4863271 0 3545893 0.048 0.0135 0.0728
0 1703791 0 2258392 0.051 0.0109 0.1073
0 3405913 0 4473300 0.082 0.0034 0.2804
0 3424710 0 4897663 0.075 0.0044 0.2471
0 4544083 0 5273057 0.041 0.0137 0.0477
0 4524062 0 1922130 0.048 0.0127 0.0824
0 2540144 0 3357409 0.079 0.0043 0.2606
0 4080721 0 1622293 0.044 0.0142 0.0588
0 4684891 0 3135240 0.047 0.0144 0.0675
0 1716175 0 4968572 0.056 0.0079 0.1463
0 2557938 0 2703089 0.072 0.0051 0.2311
0 5471168 0 5859800 0.05 0.0112 0.1028
0 4758796 0 1263952 0.081 0.0038 0.2743
0 1674502 0 5848747 0.048 0.0144 0.0676
0 5609633 0 4710986 0.072 0.006 0.2273
0 2189072 0 3252123 0.052 0.0087 0.1312
0 5866519 0 2262566 0.055 0.0088 0.1343
0 2403379 0 1805856 0.065 1e-04 0.2456
0 1582723 0 4683926 0.046 0.0144 0.0631
0 1712296 0 2646092 0.045 0.0151 0.0469
0 4442442 0 5334080 0.085 0.0031 0.2931
0 1647149 0 2001034 0.044 0.0151 0.0505
0 2040013 0 5019991 0.046 0.0142 0.0635
0 2322309 0 4484807 0.045 0.0135 0.0649
0 1356114 0 2952997 0.077 0.0038 0.2621
0 4432177 0 2969595 0.076 0.0051 0.2444
0 5597452 0 1175864 0.052 0.0099 0.12
0 2355514 0 4131577 0.067 0 0.2493
0 3151952 0 2282410 0.046 0.0137 0.0682
0 2640235 0 4943874 0.047 0.013 0.0781
0 5419623 0 3910056 0.046 0.0142 0.0606
0 3740459 0 2188535 0.068 1e-04 0.2472
0 1950429 0 4119389 0.04 0.0129 0.0518
0 5194108 0 4969543 0.046 0.0156 0.0546
0 3726339 0 3216965 0.044 0.0161 0.0445
0 1211325 0 1483840 0.046 0.0134 0.0701
0 4820863 0 3074844 0.075 0.0052 0.24
0 5547939 0 3841452 0.045 0.0146 0.0587
0 4972200 0 3135535 0.047 0.0131 0.078
0 3428140 0 3571891 0.079 0.0053 0.2585
0 4868719 0 3547239 0.045 0.0141 0.0627
0 2402317 0 5706611 0.044 0.0159 0.0447
0 1078584 0 5603355 0.052 0.0101 0.1162
0 4078611 0 4512863 0.072 0.0054 0.2269
0 5852696 0 5808526 0.076 0.0047 0.2489
0 1989208 0 1602670 0.045 0.0151 0.0551
0 5866452 0 2890828 0.077 0.0053 0.2484
0 3430294 0 3473018 0.075 0.005 0.2439
0 2213378 0 2684579 0.048 0.012 0.0868
0 5095792 0 3730030 0.045 0.014 0.0637
0 2437851 0 2253665 0.046 0.014 0.0646
0 4376606 0 5744026 0.075 0.005 0.2436
0 4420633 0 4797850 0.051 0.0101 0.1157
0 1954766 0 3280477 0.074 0.0051 0.2385
0 5646116 0 5561162 0.052 0.0097 0.1199
0 1082577 0 4686045 0.044 0.0157 0.0471
0 5385521 0 5916834 0.054 0.0088 0.1317
0 2707652 0 5097521 0.074 0.005 0.2394
0 1789110 0 1538802 0.041 0.0136 0.0483
0 1280571 0 1699021 0.076 0.0047 0.2481
0 2799387 0 4934760 0.045 0.0147 0.055
0 6012170 0 4123075 0.045 0.0146 0.0525
0 2608389 0 2489924 0.045 0.0148 0.056
0 3901291 0 3387787 0.078 0.0045 0.2553
0 4923662 0 1977334 0.044 0.0156 0.0477
0 3343389 0 5425088 0.047 0.0142 0.0667
0 4093840 0 3826136 0.046 0.0147 0.0607
0 5676135 0 2947635 0.044 0.0156 0.0468
0 1625439 0 1105710 0.081 0.0046 0.2687
0 1210317 0 3673668 0.075 0.0052 0.2408
0 4960151 0 4871450 0.074 0.0043 0.243
0 3514654 0 5739613 0.047 0.0125 0.0812
0 3738090 0 2995349 0.044 0.0152 0.052
0 1087733 0 1743724 0.047 0.0142 0.0704
0 5715192 0 1869002 0.053 0.0095 0.1265
0 5803479 0 1381278 0.078 0.0054 0.2479
0 2966590 0 3307911 0.046 0.0159 0.048
0 5775199 0 2261873 0.044 0.0153 0.0476
0 3333385 0 2382637 0.044 0.0153 0.0481
0 2318645 0 1997981 0.045 0.0153 0.0522
0 1798988 0 2628539 0.049 0.0034 0.2599
0 3469492 0 4399663 0.076 0.0052 0.2457
0 1442117 0 3146801 0.044 0.0156 0.045
0 4945215 0 5675705 0.081 0.0038 0.2709
0 1213974 0 2104748 0.047 0.0136 0.0717
0 4954191 0 3523359 0.045 0.0152 0.0548
0 3186554 0 1692512 0.052 0.0098 0.1161
0 3793257 0 4208245 0.044 0.0152 0.0505
0 3003245 0 2404380 0.046 0.0147 0.0621
0 2592926 0 2504625 0.049 0.0129 0.0798
0 4218734 0 1699160 0.081 0.0043 0.2684
0 5680656 0 3195383 0.046 0.0142 0.0637
0 3286616 0 2444942 0.053 0.0093 0.1262
0 4395802 0 5733632 0.044 0.0148 0.0535
0 4881304 0 1217409 0.078 0.0039 0.271
0 3124840 0 4134785 0.045 0.0151 0.0527
0 1574361 0 5822984 0.075 0.0053 0.241
0 4135851 0 2901330 0.073 0.0048 0.2346
0 3213894 0 2538249 0.052 0.0103 0.1178
0 3898706 0 4430085 0.045 0.015 0.0529
0 4133992 0 1928854 0.047 0.0135 0.0702
0 5615195 0 2491214 0.038 0.013 0.0554
0 2087865 0 5273924 0.058 0.004 0.2524
0 4230440 0 1787859 0.05 0.0111 0.1016
0 1575325 0 2077708 0.055 0.0084 0.1411
0 2471544 0 4463783 0.078 0.004 0.2631
0 3297394 0 4703379 0.075 0.0046 0.2441
0 2054059 0 2264506 0.044 0.0154 0.0489
0 3267277 0 3929100 0.044 0.0151 0.0499
0 4045160 0 4859053 0.046 0.014 0.0641
0 4038494 0 4429146 0.047 0.0134 0.0752
0 5495919 0 4843322 0.048 0.0127 0.082
0 5202975 0 3324909 0.045 0.0145 0.0586
0 1120252 0 2735801 0.047 0.0149 0.0622
0 4066840 0 1966670 0.045 0.0149 0.0563
0 2020606 0 2373429 0.049 0.0123 0.0862
0 1634687 0 5505050 0.043 0.014 0.0544
0 4907032 0 1532497 0.045 0.0144 0.0602
0 3740970 0 5091738 0.076 0.0047 0.2463
0 1449855 0 4279817 0.068 0.0071 0.1963
0 5157801 0 1432330 0.066 0 0.2485
0 2579897 0 2404884 0.074 0.005 0.2396
0 5960426 0 1123105 0.046 0.0141 0.0666
0 5661552 0 4053683 0.045 0.0148 0.059
0 2852678 0 2054679 0.081 0.0041 0.2687
0 4051516 0 5717975 0.049 0.0129 0.0854
0 5457250 0 5647643 0.047 0.014 0.0644
0 4204173 0 1218219 0.05 0.0121 0.0934
0 1883914 0 4458183 0.045 0.0142 0.0612
0 4943341 0 2951106 0.048 0.0137 0.0762
0 6023492 0 5936040 0.045 0.0151 0.0543
0 1716850 0 5754520 0.046 0.0141 0.0654
0 2811383 0 5222329 0.049 0.0124 0.0878
0 3019304 0 4632127 0.043 0.0156 0.0448
0 1262848 0 4766926 0.047 0.0129 0.0771
0 2506331 0 4431773 0.046 0.0146 0.0626
0 4343685 0 3933850 0.07 0.0067 0.2093
0 4776551 0 3632570 0.077 0.0043 0.2586
0 5863238 0 5932990 0.041 0.0145 0.0456
0 3076824 0 5227815 0.075 0.0046 0.2449
0 4340303 0 1812412 0.075 0.0044 0.2469
0 2323447 0 3868799 0.079 0.0036 0.2694
0 4010988 0 5898553 0.069 0.0065 0.212
0 3606372 0 2060518 0.047 0.0135 0.0726
0 1862881 0 1986067 0.039 0.0133 0.0475
0 3285963 0 3134587 0.048 0.0135 0.0762
0 3110393 0 1709998 0.045 0.0155 0.046
0 3043479 0 3730671 0.046 0.0145 0.0626
0 3355430 0 1449153 0.045 0.0148 0.0577
0 5056137 0 4376294 0.053 0.0083 0.1375
0 1381874 0 2734949 0.047 0.0132 0.0743
0 4775566 0 1895997 0.046 0.0141 0.066
0 3612580 0 4515551 0.046 0.0141 0.0591
0 2669488 0 4711210 0.046 0.0138 0.0663
0 4124030 0 1700252 0.045 0.0149 0.0538
0 3382212 0 3973172 0.07 0.0063 0.2123
0 1980268 0 4554678 0.072 0.0053 0.2268
0 4425625 0 5798436 0.047 0.0142 0.0648
0 2433407 0 4735803 0.046 0.0148 0.053
0 4762491 0 3188958 0.045 0.0147 0.0579
0 5808829 0 1931827 0.071 0.0052 0.2263
0 4579867 0 1670501 0.046 0.0142 0.0625
0 2069418 0 3222065 0.074 0.0056 0.232
0 1313292 0 3111250 0.079 0.0035 0.2719
0 1063687 0 4658491 0.044 0.0151 0.0503
0 2916070 0 2125934 0.071 0.005 0.2271
0 5239262 0 2871484 0.074 0.0048 0.2401
0 4565494 0 5327946 0.046 0.0142 0.0614
0 3602008 0 1406795 0.046 0.0136 0.069
0 4783367 0 2699935 0.05 0.0108 0.1076
0 3982634 0 1457001 0.044 0.0152 0.0474
0 3167524 0 4695646 0.067 0 0.2507
0 2462575 0 4352166 0.048 0.0135 0.0738
0 3397080 0 5666316 0.053 0.0096 0.1244
0 2518986 0 1456452 0.049 0.0122 0.0932
0 2576843 0 5334263 0.045 0.0145 0.0596
0 2677522 0 1689138 0.067 0 0.2534
0 4458788 0 5427635 0.045 0.0144 0.06
0 5775552 0 4119389 0.041 0.0136 0.0478
0 2237803 0 2564341 0.074 0.0062 0.2256
0 2226448 0 1930974 0.042 0.0144 0.0465
0 2204880 0 3143270 0.053 0.0096 0.1263
0 5625751 0 2594599 0.067 0 0.2496
0 2034055 0 2792656 0.071 0.0056 0.2262
0 1914857 0 2813434 0.053 0.0106 0.1158
0 2683698 0 5131739 0.082 0.0043 0.273
0 4683892 0 5074064 0.053 0.0089 0.1295
0 3254735 0 2487220 0.045 0.0145 0.0582
0 4881973 0 1120315 0.053 0.0102 0.1224
0 4362638 0 2749550 0.044 0.0153 0.051
0 3077847 0 3737796 0.045 0.0142 0.0634
0 5063526 0 1882871 0.044 0.0158 0.0444
0 3367538 0 3996373 0.046 0.0136 0.0675
0 3220748 0 2886049 0.053 0.0096 0.1257
0 5742617 0 2676222 0.079 0.0043 0.2626
0 3341967 0 1041745 0.045 0.0144 0.0606
0 3326942 0 2250233 0.046 0.0133 0.0713
0 2460577 0 5950576 0.04 0.0135 0.0488
0 5623305 0 5693171 0.066 1e-04 0.2473
0 4084052 0 5427044 0.045 0.0143 0.0614
0 5563485 0 5806501 0.075 0.0043 0.2487
0 4757861 0 3978457 0.067 0 0.2508
0 2296960 0 4397323 0.045 0.0149 0.0549
0 1542382 0 4775856 0.078 0.0041 0.2604
0 4044134 0 2313119 0.045 0.0146 0.0589
0 1330607 0 4452731 0.045 0.0149 0.055
0 5779970 0 3852540 0.043 0.0153 0.0474
0 4025211 0 1871973 0.047 0.0129 0.0774
0 1230676 0 2354076 0.047 0.0142 0.0691
0 1396480 0 4499206 0.053 0.0099 0.1244
0 5429256 0 3100352 0.067 1e-04 0.249
0 4186561 0 1730750 0.047 0.0135 0.0749
0 2354905 0 1288721 0.046 0.0129 0.0763
0 4284322 0 2531026 0.045 0.0149 0.0536
0 3483770 0 2571112 0.066 0 0.2387
0 3971237 0 1518464 0.052 0.0101 0.115
0 1663162 0 4543839 0.046 0.0145 0.0616
0 5819995 0 2719573 0.043 0.0065 0.1519
0 5337615 0 3479389 0.073 0.0054 0.2311
0 4467226 0 4318693 0.049 0.0129 0.0864
0 1928854 0 3263375 0.045 0.0144 0.06
0 3973526 0 4357597 0.054 0.0086 0.1332
0 3831333 0 4002136 0.046 0.0139 0.0657
0 5482271 0 1929892 0.046 0.0147 0.0605
0 5352474 0 3804669 0.076 0.0047 0.2463
0 1533674 0 1377994 0.047 0.0137 0.0724
0 5121731 0 5857807 0.053 0.009 0.128
0 2959486 0 1140739 0.054 0.0083 0.1394
0 2596435 0 4841214 0.075 0.0052 0.244
0 4437723 0 1822030 0.045 0.0146 0.0585
0 4004138 0 2622504 0.047 0.0128 0.0715
0 1794742 0 1184666 0.044 0.015 0.0484
0 3522381 0 3647920 0.051 0.0098 0.0956
0 5881590 0 2695495 0.055 0.0078 0.1471
0 3931696 0 2083987 0.045 0.0153 0.0534
0 2307407 0 4672790 0.046 0.0147 0.0626
0 2496488 0 2387986 0.047 0.0135 0.071
0 2991187 0 5825703 0.044 0.0148 0.0499
0 5034240 0 2455757 0.045 0.0131 0.0751
0 4159798 0 5222052 0.078 0.0044 0.2543
0 2774184 0 3267782 0.067 0 0.2457
0 1508559 0 4955317 0.071 0.006 0.2199
0 5455683 0 1117259 0.082 0.0029 0.2817
0 1611464 0 5074695 0.065 0 0.2461
0 1784752 0 5950753 0.049 0.0134 0.0825
0 3881211 0 4828303 0.079 0.0048 0.2608
0 4499770 0 5017163 0.047 0.0139 0.0686
0 1847444 0 3533691 0.047 0.0132 0.0745
0 2327090 0 5455701 0.047 0.0136 0.0715
0 1125657 0 5873372 0.078 0.0053 0.2508
0 2007918 0 4932179 0.082 0.0041 0.2735
0 4759165 0 2068033 0.047 0.0151 0.0594
0 4823263 0 5057206 0.047 0.0135 0.0748
0 5434206 0 2678725 0.045 0.0144 0.0576
0 2221502 0 1051462 0.054 0.0085 0.1386
0 3779400 0 6009958 0.062 1e-04 0.2385
0 3091326 0 2943232 0.05 0.0108 0.1062
0 1544179 0 1986067 0.04 0.0135 0.0443
0 4752202 0 5916722 0.048 0.0127 0.084
0 3762458 0 5556928 0.045 0.0152 0.053
0 5288368 0 2731620 0.046 0.0137 0.0674
0 5432136 0 5856169 0.049 0.0115 0.0935
0 2933040 0 2740339 0.044 0.015 0.0486
0 4390667 0 4208486 0.047 0.013 0.0791
0 2179636 0 3223492 0.081 0.0045 0.2687
0 2668868 0 5635031 0.085 0.0035 0.2929
0 2864973 0 1354701 0.044 0.0153 0.0495
0 6015165 0 5500950 0.052 0.0103 0.1152
0 4011964 0 5468147 0.041 0.0142 0.0457
0 2314906 0 2882119 0.067 0 0.2489
0 5872725 0 3705487 0.052 0.0099 0.1195
0 4565728 0 2314009 0.046 0.015 0.059
0 1301417 0 2954833 0.052 0.0095 0.1222
0 3567023 0 3665463 0.051 0.0103 0.1114
0 1176865 0 4115217 0.041 0.0142 0.0458
0 3419484 0 5910942 0.047 0.0138 0.0709
0 6006893 0 3306290 0.046 0.014 0.0626
0 5252163 0 1321918 0.047 0.0134 0.0761
0 1060396 0 2943074 0.048 0.0136 0.0769
0 4685699 0 4892265 0.076 0.0052 0.2448
0 5257001 0 4465945 0.045 0.0151 0.0556
0 4419025 0 1453256 0.049 0.0129 0.0818
0 2565756 0 1503094 0.046 0.014 0.0665
