FID1 IID1 FID2 IID2 HetHet IBS0 KINSHIP
0 1897116 0 3528757 0.077 0.0039 0.2572
0 3508549 0 4569086 0.081 0.0047 0.2638
0 3269472 0 1264080 0.044 0.0153 0.0482
0 2167417 0 2012716 0.082 0.0044 0.2689
0 1919267 0 2519264 0.046 0.0137 0.0698
0 5875339 0 3170508 0.045 0.0149 0.0556
0 5794444 0 5088300 0.046 0.014 0.0649
0 4134181 0 4362217 0.054 0.0087 0.1342
0 3647551 0 5288488 0.052 0.0093 0.1192
0 3406062 0 5914697 0.048 0.0148 0.0653
0 3620428 0 5232244 0.046 0.0145 0.0599
0 2802564 0 3141587 0.049 0.0135 0.0784
0 4431183 0 3660414 0.047 0.0139 0.0705
0 5736092 0 4598894 0.046 0.014 0.0693
0 2812943 0 4698891 0.044 0.0157 0.0457
0 5819365 0 2692635 0.045 0.0153 0.0541
0 5198370 0 2001278 0.052 0.0101 0.109
0 2005434 0 2683167 0.074 0.0057 0.2313
0 2454599 0 1758458 0.045 0.0152 0.0531
0 5510724 0 1932283 0.044 0.0146 0.0564
0 3461219 0 3419305 0.045 0.0157 0.0466
0 4504306 0 1461529 0.07 0.0064 0.2097
0 3641370 0 3230594 0.045 0.0147 0.0573
0 1829774 0 5723921 0.077 0.0045 0.2565
0 4100682 0 5607555 0.046 0.0147 0.06
0 5013033 0 5043934 0.044 0.0149 0.0494
0 1734825 0 3929837 0.046 0.0147 0.061
0 5849754 0 5346220 0.076 0.0054 0.2451
0 4337459 0 2576068 0.074 0.0054 0.2326
0 1557753 0 5372709 0.048 0.0139 0.0724
0 3603198 0 3451479 0.044 0.0152 0.0473
0 5531895 0 3061093 0.044 0.0146 0.055
0 2333732 0 1809322 0.041 0.0138 0.0475
0 5222087 0 5277148 0.075 0.0048 0.2438
0 3226743 0 2462909 0.067 0 0.2488
0 4808819 0 1126616 0.079 0.0053 0.2531
0 5249026 0 2807376 0.047 0.0147 0.0645
0 1687567 0 2729647 0.07 0.0062 0.211
0 2482977 0 2321719 0.047 0.0144 0.0638
0 2016808 0 1382442 0.041 0.0144 0.0442
0 3606934 0 5492079 0.053 0.0097 0.1234
0 5930787 0 1007108 0.053 0.0087 0.1336
0 4724566 0 1329638 0.047 0.0134 0.0742
0 1285180 0 5613833 0.066 0 0.2483
0 4223177 0 2218032 0.045 0.0149 0.0536
0 1672607 0 3302699 0.045 0.0151 0.054
0 2861092 0 3923513 0.052 0.0093 0.1091
0 4417594 0 4164565 0.05 0.0125 0.0915
0 2225319 0 5788519 0.079 0.0042 0.2624
0 3846609 0 4920126 0.046 0.0141 0.0616
0 5997341 0 2003115 0.045 0.0153 0.0503
0 3897186 0 3317597 0.085 0.0038 0.2882
0 4945938 0 4115568 0.045 0.0153 0.0499
0 1244596 0 3863253 0.046 0.014 0.0572
0 1184743 0 2656720 0.045 0.0137 0.0648
0 4266044 0 1104089 0.077 0.0047 0.2474
0 2124191 0 5487069 0.043 0.0149 0.0497
0 3628817 0 5616634 0.077 0.0044 0.2535
0 5542773 0 4470528 0.047 0.0141 0.0688
0 1546638 0 4060269 0.048 0.0133 0.0776
0 2275380 0 5675743 0.077 0.0055 0.2444
0 1130595 0 4746300 0.047 0.0145 0.0669
0 2447619 0 5672040 0.056 0.0079 0.1453
0 3903453 0 2957248 0.067 1e-04 0.2467
0 3878723 0 1194221 0.04 0.0129 0.0622
0 1964980 0 5466656 0.048 0.0136 0.0746
0 1219524 0 4158789 0.076 0.005 0.2421
0 3043988 0 2447559 0.046 0.0145 0.0606
0 3553857 0 5790217 0.041 0.014 0.0477
0 3995137 0 3933070 0.081 0.0044 0.2662
0 3074787 0 1392618 0.048 0.0128 0.0814
0 3128223 0 3708850 0.077 0.005 0.2479
0 5390193 0 1714374 0.047 0.0144 0.0683
0 5723211 0 1302592 0.049 0.012 0.0902
0 1605768 0 1301509 0.046 0.0142 0.0604
0 5348837 0 4862394 0.044 0.0141 0.0599
0 5032698 0 4039483 0.045 0.0151 0.0557
0 1608169 0 4161295 0.051 0.0099 0.1163
0 1236134 0 3206565 0.045 0.0145 0.053
0 5243069 0 3870075 0.078 0.0046 0.2564
0 2026495 0 5613737 0.052 0.0107 0.1123
0 5581677 0 5613156 0.048 0.0133 0.0745
0 3608620 0 3414751 0.055 0.0076 0.1466
0 5824626 0 2928573 0.045 0.0148 0.0555
0 4729400 0 1697041 0.046 0.0146 0.0597
0 1551155 0 2125463 0.072 0.005 0.2283
0 4825006 0 3177809 0.041 0.0142 0.0442
0 3528983 0 4618432 0.045 0.0157 0.05
0 5693600 0 4485515 0.045 0.015 0.0562
0 4530072 0 3621643 0.054 0.008 0.1416
0 2713353 0 1412023 0.048 0.0136 0.0744
0 2093266 0 2157039 0.046 0.0143 0.0661
0 1368075 0 3526637 0.066 1e-04 0.2474
0 1011089 0 5428037 0.046 0.0144 0.0613
0 1774179 0 1469953 0.048 0.0124 0.0818
0 3905637 0 1964095 0.067 0 0.2498
0 1759308 0 4166106 0.044 0.0156 0.0474
0 2598733 0 3438667 0.047 0.0139 0.0703
0 4625810 0 2366502 0.046 0.0142 0.0637
0 3840389 0 4767890 0.047 0.0135 0.0693
0 1050836 0 5097676 0.044 0.0153 0.0491
0 2562022 0 1068843 0.048 0.0124 0.0853
0 4114225 0 3963263 0.054 0.0083 0.1389
0 3426184 0 4484333 0.076 0.0055 0.2434
0 2805494 0 2074406 0.048 0.0138 0.0748
0 1160538 0 1692811 0.066 0 0.2484
0 4231430 0 1666059 0.073 0.0054 0.2282
0 5147373 0 2373982 0.044 0.0136 0.0644
0 5240577 0 4041551 0.046 0.0129 0.071
0 3905043 0 3204745 0.054 0.009 0.1306
0 1513253 0 4294356 0.044 0.0153 0.0476
0 5290823 0 3990851 0.072 0.0059 0.2253
0 2509919 0 4397780 0.046 0.0139 0.0667
0 5362841 0 3090868 0.046 0.0135 0.0683
0 1946884 0 1651594 0.044 0.0151 0.0496
0 1822298 0 4528621 0.076 0.0047 0.2468
0 3512028 0 3603914 0.045 0.014 0.063
0 4452868 0 5545961 0.046 0.014 0.0658
0 2754240 0 3150892 0.043 0.015 0.0503
0 2363894 0 1713195 0.046 0.0145 0.0616
0 3664830 0 1831252 0.045 0.0141 0.0622
0 5703535 0 5627634 0.054 0.01 0.1227
0 3085691 0 5524761 0.067 0 0.2503
0 2492846 0 2511002 0.053 0.0093 0.1256
0 1140467 0 1030751 0.045 0.0141 0.0594
0 1519815 0 3931708 0.067 0 0.2475
0 2979911 0 3426767 0.053 0.0095 0.1237
0 3015991 0 1604374 0.054 0.0092 0.1288
0 3125286 0 2263895 0.045 0.0149 0.0585
0 1825310 0 3682547 0.046 0.0143 0.0629
0 4865024 0 1107942 0.046 0.0141 0.0647
0 5811601 0 4175264 0.046 0.0146 0.06
0 3903188 0 1270120 0.045 0.0151 0.0556
0 1283836 0 1629692 0.047 0.0134 0.0718
0 1233010 0 4465197 0.043 0.0122 0.0508
0 5379851 0 5422401 0.046 0.0144 0.0642
0 1263616 0 5604505 0.053 0.0091 0.1291
0 1481037 0 2377512 0.08 0.0042 0.2652
0 5706506 0 1743700 0.045 0.0156 0.0483
0 3523710 0 5923035 0.045 0.0142 0.0601
0 5385598 0 3797993 0.043 0.0132 0.0641
0 3553857 0 5059360 0.041 0.0142 0.0463
0 4624897 0 1411314 0.048 0.0135 0.0761
0 1983896 0 1796470 0.045 0.0148 0.0566
0 2707878 0 4160938 0.074 0.0049 0.2424
0 1225731 0 1391343 0.046 0.0148 0.06
0 2538784 0 1903368 0.053 0.0097 0.1179
0 2174627 0 4437092 0.077 0.0043 0.2562
0 2863720 0 3802357 0.045 0.0147 0.0574
0 2138517 0 5439904 0.044 0.0154 0.0473
0 1153109 0 2906616 0.082 0.0038 0.2755
0 3224753 0 1051539 0.076 0.0054 0.2454
0 5525518 0 2480175 0.046 0.0142 0.0649
0 3727788 0 3230384 0.048 0.0128 0.0838
0 3392673 0 1231644 0.074 0.0057 0.2317
0 1952197 0 2820331 0.047 0.014 0.0675
0 2604230 0 2486114 0.076 0.005 0.242
0 3454782 0 5058512 0.041 0.0132 0.0642
0 4478693 0 2691886 0.043 0.0154 0.0445
0 3540383 0 4135814 0.045 0.0154 0.0516
0 5319667 0 5102779 0.067 0 0.2478
0 4965528 0 3351212 0.072 0.0051 0.2316
0 3525555 0 1557214 0.043 0.0153 0.0477
0 5018635 0 5370928 0.046 0.0135 0.0663
0 1184401 0 5075532 0.044 0.0154 0.0495
0 4256255 0 4342384 0.046 0.013 0.0731
0 4108238 0 3005859 0.053 0.007 0.1454
0 2444041 0 4191287 0.079 0.0047 0.2588
0 4249974 0 4315571 0.046 0.0141 0.0631
0 5904876 0 3239914 0.046 0.0143 0.0617
0 5609212 0 5173335 0.046 0.0143 0.0631
0 5210379 0 3799187 0.045 0.0145 0.0617
0 5979464 0 1828039 0.073 0.0056 0.2332
0 1998171 0 1286630 0.047 0.0138 0.0687
0 5722544 0 1930901 0.041 0.0135 0.0517
0 3533404 0 5289476 0.046 0.0143 0.0654
0 2595954 0 3375356 0.067 1e-04 0.2501
0 2036076 0 4476479 0.048 0.0119 0.0909
0 5335089 0 2435173 0.046 0.0144 0.0635
0 4810317 0 3306772 0.075 0.0048 0.2418
0 2885525 0 4169741 0.073 0.0055 0.2324
0 2405871 0 1446786 0.047 0.0133 0.0771
0 1421467 0 1195612 0.067 1e-04 0.2479
0 2434330 0 4194963 0.045 0.0148 0.0556
0 5569151 0 5457620 0.044 0.015 0.0517
0 4480098 0 3516350 0.073 0.005 0.2344
0 5147645 0 1835894 0.076 0.005 0.2468
0 1930886 0 5355841 0.067 0 0.2486
0 2222160 0 1068554 0.045 0.015 0.0546
0 2767506 0 5533493 0.052 0.01 0.1137
0 5693689 0 3612426 0.046 0.0133 0.0691
0 1658785 0 5458994 0.047 0.0141 0.0656
0 2078402 0 3207079 0.046 0.0135 0.0699
0 2564921 0 3917791 0.068 1e-04 0.2526
0 2051044 0 3711038 0.046 0.0144 0.0614
0 2307426 0 1926228 0.045 0.0151 0.0559
0 3121693 0 2756039 0.046 0.0145 0.0634
0 1372612 0 3675803 0.051 0.0054 0.2007
0 3232956 0 5273057 0.041 0.0132 0.053
0 3998000 0 2898786 0.089 0.0026 0.3149
0 2468695 0 1969341 0.046 0.0134 0.0695
0 3450495 0 3392175 0.047 0.0143 0.0651
0 5776352 0 4347135 0.043 0.0148 0.0502
0 2698034 0 3216728 0.048 0.0136 0.0762
0 1581437 0 1994761 0.048 0.0129 0.0786
0 5138035 0 5950576 0.04 0.0135 0.0452
0 1758945 0 3532500 0.053 0.0098 0.1208
0 1906873 0 2029101 0.048 0.0136 0.0753
0 1425471 0 2437480 0.046 0.0148 0.0623
0 5878950 0 1227506 0.046 0.014 0.0633
0 2791684 0 1432860 0.044 0.0153 0.0478
0 1573042 0 3639938 0.046 0.0142 0.0644
0 1860062 0 2579929 0.045 0.015 0.0503
0 1738055 0 2996305 0.044 0.0143 0.0556
0 1505090 0 4941130 0.045 0.0152 0.054
0 3381783 0 5626264 0.068 0.0066 0.2046
0 4706673 0 5160234 0.046 0.0145 0.0618
0 3892782 0 3319879 0.045 0.0146 0.0571
0 4021841 0 1443473 0.079 0.0055 0.2514
0 2363012 0 5957657 0.046 0.0138 0.0681
0 2420346 0 2165054 0.054 0.0087 0.1328
0 3287299 0 3200513 0.048 0.0138 0.0763
0 1030098 0 1620593 0.045 0.0132 0.0624
0 1930771 0 2748932 0.048 0.0133 0.0767
0 5981075 0 5386149 0.047 0.0144 0.0637
0 4582216 0 1307202 0.047 0.0139 0.0672
0 1496234 0 3906715 0.044 0.0157 0.0442
0 4978504 0 5467892 0.047 0.0141 0.0693
0 5378789 0 3093442 0.048 0.0128 0.0831
0 4110922 0 4226823 0.044 0.0153 0.0462
0 1975143 0 1862881 0.041 0.0137 0.0476
0 2333732 0 5204945 0.041 0.0136 0.0506
0 5422865 0 3076611 0.046 0.015 0.0568
0 1263599 0 5410146 0.048 0.0134 0.0775
0 3689145 0 1564918 0.08 0.0046 0.2576
0 1903867 0 1994108 0.046 0.0132 0.0696
0 5297142 0 2937124 0.041 0.0138 0.0474
0 1296653 0 4311181 0.045 0.0149 0.0582
0 3378614 0 4407151 0.079 0.0041 0.2644
0 4236820 0 4387106 0.081 0.0034 0.2702
0 3508340 0 5019616 0.046 0.0149 0.0599
0 5402395 0 2334180 0.046 0.014 0.0637
0 4351917 0 2802258 0.047 0.0142 0.0696
0 3546433 0 1031895 0.045 0.0138 0.062
0 5294826 0 2736817 0.045 0.0149 0.0562
0 4448158 0 2516293 0.046 0.0149 0.0587
0 3975244 0 3285777 0.044 0.0153 0.0514
0 3254845 0 4654053 0.045 0.0155 0.0484
0 1942436 0 5799238 0.047 0.014 0.0694
0 1766250 0 1298696 0.044 0.0149 0.0541
0 5582275 0 2549591 0.048 0.0125 0.0815
0 4120891 0 5544782 0.045 0.0143 0.0584
0 1642737 0 5893507 0.067 0 0.2502
0 5941098 0 4822237 0.077 0.0043 0.257
0 4953280 0 3494392 0.047 0.0143 0.0659
0 2997831 0 3233722 0.044 0.0156 0.0456
0 3379632 0 3829362 0.081 0.0039 0.271
0 3270470 0 1401838 0.04 0.0139 0.047
0 2574708 0 2010412 0.074 0.0044 0.241
0 3864778 0 3865121 0.073 0.0042 0.2422
0 2718987 0 2263476 0.051 0.0107 0.1111
0 3709321 0 2682385 0.068 0 0.2501
0 3919611 0 1664729 0.046 0.0136 0.0704
0 1679944 0 1853743 0.079 0.0042 0.2583
0 1637814 0 1646098 0.077 0.0054 0.2495
0 1992918 0 6007650 0.047 0.0135 0.0724
0 4206209 0 4068782 0.045 0.0148 0.0565
0 2073612 0 2804165 0.047 0.0138 0.0715
0 1586176 0 5102124 0.051 0.0115 0.1005
0 1914668 0 1862881 0.04 0.0141 0.0451
0 1407184 0 5478643 0.045 0.0149 0.0548
0 5588443 0 4628726 0.047 0.0148 0.0643
0 2159497 0 1848224 0.045 0.0151 0.0555
0 5111950 0 4083924 0.08 0.0033 0.2729
0 4396273 0 1135895 0.044 0.015 0.0516
0 4411009 0 4252725 0.072 0.0061 0.2203
0 4908068 0 2583359 0.078 0.0046 0.2601
0 1445762 0 1866811 0.066 0 0.2486
0 2075799 0 5703597 0.066 0 0.2455
0 2381255 0 1583473 0.045 0.0153 0.0523
0 3435822 0 4158811 0.046 0.0144 0.0613
0 4817795 0 2340250 0.042 0.0139 0.0452
0 2638479 0 2444376 0.046 0.0142 0.0654
0 4930782 0 2826991 0.045 0.0155 0.0509
0 5360115 0 1248592 0.068 0 0.2522
0 1190520 0 1350649 0.046 0.0157 0.0535
0 1948612 0 2707067 0.046 0.0139 0.07
0 5634380 0 3228111 0.046 0.0081 0.1285
0 5535427 0 5607284 0.046 0.015 0.0552
0 3938603 0 4886651 0.046 0.0147 0.0585
0 5189651 0 4296688 0.047 0.0143 0.0683
0 2600652 0 3896018 0.046 0.0146 0.0594
0 3829359 0 5918217 0.051 0.0109 0.1089
0 1183149 0 3246711 0.044 0.0153 0.049
0 3026001 0 4828436 0.075 0.0056 0.2367
0 2988809 0 5307726 0.046 0.0141 0.063
0 2133315 0 3537382 0.048 0.0133 0.0754
0 4408685 0 5462486 0.045 0.014 0.0647
0 5888687 0 5019458 0.046 0.0148 0.0604
0 1949009 0 5582634 0.046 0.0143 0.0651
0 1592850 0 1897486 0.045 0.0147 0.0565
0 5321706 0 4787641 0.046 0.0135 0.0707
0 1351764 0 2705481 0.047 0.013 0.0803
0 2349670 0 3830437 0.046 0.0134 0.071
0 5399525 0 2107360 0.068 1e-04 0.2505
0 3707893 0 2988941 0.068 1e-04 0.2511
0 2706161 0 2692635 0.047 0.0141 0.0697
0 2424278 0 5856383 0.045 0.015 0.0482
0 5597829 0 1122483 0.083 0.0035 0.2813
0 1043234 0 4102965 0.045 0.0157 0.0497
0 1686343 0 4965497 0.077 0.0046 0.254
0 4180953 0 2132987 0.044 0.0152 0.0492
0 3167322 0 4788423 0.057 0.0067 0.1634
0 3575387 0 1108654 0.046 0.0138 0.0683
0 2454599 0 1549410 0.046 0.0143 0.064
0 4122567 0 5046408 0.047 0.015 0.0593
0 5700481 0 1589742 0.067 1e-04 0.2504
0 1243474 0 3243014 0.047 0.0142 0.0695
0 4685699 0 4625632 0.046 0.0149 0.058
0 5215721 0 2118402 0.048 0.0129 0.0822
0 4044589 0 5293583 0.044 0.0154 0.0455
0 5503722 0 3359295 0.046 0.0149 0.0607
0 3131453 0 4300098 0.044 0.0155 0.0447
0 4790491 0 1604685 0.043 0.0152 0.0467
0 3638188 0 4125497 0.051 0.0103 0.1113
0 3737334 0 3492412 0.077 0.0044 0.2538
0 1002747 0 5425853 0.053 0.0088 0.1325
0 2618733 0 3928689 0.044 0.015 0.0492
0 4267023 0 5010410 0.068 0 0.25
0 1533656 0 2384779 0.041 0.0136 0.0518
0 1976912 0 1648633 0.045 0.0148 0.0549
0 2571568 0 2937243 0.077 0.0046 0.2553
0 3288100 0 4935198 0.048 0.0131 0.0789
0 2604989 0 5762776 0.067 1e-04 0.2491
0 2483575 0 1655374 0.078 0.004 0.2591
0 5924864 0 3242235 0.076 0.0054 0.2433
0 3643610 0 1448670 0.034 0.0126 0.0502
0 3244394 0 2576522 0.044 0.015 0.0514
0 3194070 0 3956490 0.068 0 0.2497
0 1694982 0 2323485 0.044 0.0147 0.0546
0 5443128 0 5167923 0.068 1e-04 0.2448
0 5404269 0 2938225 0.067 1e-04 0.2469
0 2651022 0 5863238 0.041 0.0133 0.0517
0 3047386 0 4100202 0.047 0.0136 0.0726
0 3506395 0 5373560 0.046 0.0148 0.0598
0 2749166 0 3044016 0.041 0.0138 0.0501
0 5065080 0 5767647 0.047 0.0138 0.0677
0 4431653 0 1145464 0.044 0.0159 0.0443
0 2219976 0 3002513 0.049 0.0134 0.0795
0 2823054 0 4835627 0.045 0.0154 0.0501
0 3376924 0 3602871 0.044 0.0149 0.0516
0 4051431 0 4502933 0.042 0.0146 0.0452
0 1016743 0 1039480 0.071 0.0069 0.2119
0 3017772 0 3416422 0.071 0.0051 0.2315
0 2014747 0 1174381 0.073 0.0049 0.2355
0 2033873 0 1330173 0.046 0.0149 0.0565
0 4586795 0 4138338 0.045 0.0137 0.0656
0 5330961 0 5633379 0.047 0.0129 0.079
0 1369262 0 4397075 0.055 0.0089 0.1371
0 2086728 0 1091749 0.076 0.0052 0.2402
0 5529487 0 1944354 0.045 0.0158 0.0466
0 5550799 0 3146732 0.074 0.0047 0.2438
0 1842531 0 2357868 0.044 0.0144 0.0542
0 5904364 0 5046787 0.046 0.0145 0.0629
0 4620753 0 2893551 0.044 0.016 0.0442
0 4391010 0 1331186 0.073 0.0067 0.2214
0 5171770 0 1606016 0.047 0.0128 0.079
0 2799455 0 4819892 0.045 0.0143 0.0586
0 5421856 0 3085373 0.045 0.0155 0.0516
0 2803705 0 5273057 0.041 0.0145 0.0446
0 5334793 0 3728601 0.045 0.0159 0.0471
0 4252340 0 1001323 0.045 0.0153 0.0519
0 4454917 0 2871127 0.081 0.0034 0.2783
0 1751402 0 4073456 0.047 0.0122 0.086
0 3575925 0 4710763 0.073 0.0049 0.233
0 3846678 0 4157545 0.045 0.0136 0.0681
0 1363062 0 1104547 0.045 0.0144 0.0613
0 4280368 0 4124403 0.079 0.0049 0.2551
0 4520297 0 3175952 0.046 0.0138 0.0659
0 2664720 0 3758446 0.076 0.0053 0.2435
0 4877131 0 1434957 0.047 0.0139 0.0684
0 3601586 0 3965193 0.047 0.0132 0.0762
0 2430206 0 5682865 0.048 0.0135 0.0772
0 5144284 0 3679708 0.052 0.0103 0.1172
0 2292649 0 1950429 0.04 0.0141 0.0444
0 5774708 0 5763847 0.047 0.0135 0.0737
0 5287480 0 2948352 0.046 0.0154 0.0531
0 2573291 0 4960036 0.068 1e-04 0.2525
0 1235967 0 3384847 0.074 0.0051 0.2354
0 5605518 0 4506570 0.046 0.0143 0.0631
0 4385907 0 5637880 0.068 0 0.2516
0 1049793 0 3575417 0.045 0.0148 0.0569
0 2898657 0 1757595 0.055 0.0087 0.1345
0 3089576 0 4017824 0.045 0.0128 0.0652
0 2217720 0 1046132 0.068 0 0.2514
0 2183550 0 1036379 0.077 0.006 0.2433
0 1537626 0 1598770 0.071 0.0057 0.2203
0 3977910 0 2426306 0.045 0.0147 0.0556
0 5099584 0 3788302 0.055 0.0079 0.1483
0 2391471 0 4580423 0.046 0.0139 0.0686
0 1364061 0 3279108 0.075 0.0048 0.2449
0 2108278 0 3939018 0.045 0.0151 0.0532
0 3963182 0 3554244 0.047 0.0138 0.0724
0 4702005 0 5385244 0.044 0.0157 0.0471
0 3566654 0 2767933 0.045 0.0154 0.0452
0 2519452 0 3986341 0.072 0.0048 0.2371
0 4575721 0 6013285 0.047 0.0128 0.0795
0 5975107 0 3544998 0.083 0.0035 0.2817
0 3043431 0 1255725 0.051 0.0116 0.1023
0 3354613 0 4181386 0.047 0.0129 0.0706
0 3427576 0 4621597 0.075 0.0055 0.2362
0 3814579 0 3704751 0.045 0.0154 0.0532
0 1790999 0 5508545 0.047 0.0136 0.0735
0 1910973 0 1701610 0.046 0.0144 0.0589
0 4915085 0 1488430 0.078 0.0042 0.2612
0 5360388 0 3477560 0.046 0.0141 0.0668
0 1789110 0 1382442 0.041 0.0133 0.0497
0 3342170 0 3377234 0.061 0.0041 0.2594
0 5201329 0 1729160 0.078 0.0042 0.2617
0 3975984 0 1756926 0.066 0 0.2458
0 5974859 0 4128128 0.046 0.0144 0.0616
0 2940667 0 2097214 0.077 0.0049 0.2438
0 1912888 0 4540336 0.044 0.0152 0.0467
0 3715536 0 2708454 0.047 0.0133 0.0755
0 1712765 0 1526509 0.075 0.0043 0.2499
0 5501075 0 3963099 0.043 0.0155 0.0444
0 4568872 0 5293266 0.078 0.005 0.2517
0 1701392 0 5004838 0.066 0 0.2482
0 1082878 0 4241567 0.044 0.0152 0.0488
0 1377165 0 4440625 0.045 0.0155 0.0463
0 4513936 0 4544083 0.041 0.0133 0.0514
0 1548672 0 3394975 0.077 0.0053 0.2477
0 5196930 0 3521232 0.045 0.015 0.0548
0 2064124 0 5889071 0.046 0.0134 0.0729
0 4899316 0 2490161 0.068 0 0.2532
0 4738028 0 3694137 0.071 0.0057 0.221
0 1491243 0 2106046 0.073 0.0063 0.2246
0 2947889 0 5011591 0.045 0.0145 0.0604
0 4044631 0 2451451 0.077 0.004 0.2612
0 4816622 0 2968381 0.045 0.0143 0.0625
0 5702061 0 2745497 0.047 0.0136 0.073
0 5671645 0 2091014 0.043 0.0144 0.0543
0 1066326 0 5820544 0.074 0.0038 0.2611
0 3321466 0 4239114 0.071 0.0061 0.2169
0 3882354 0 5841880 0.045 0.0146 0.0583
0 4788143 0 1200016 0.045 0.0151 0.0531
0 1129370 0 5902275 0.054 0.0096 0.1284
0 5682623 0 2778236 0.075 0.005 0.2384
0 2744757 0 4817961 0.045 0.0143 0.0627
0 1847749 0 1145774 0.053 0.0101 0.124
0 1226375 0 1544179 0.041 0.0142 0.0443
0 3745967 0 5615872 0.045 0.0149 0.0531
0 2489924 0 4469625 0.079 0.0049 0.2593
0 5433120 0 1059515 0.046 0.0145 0.0643
0 5663047 0 2998164 0.045 0.0152 0.0551
0 4816058 0 5722581 0.057 0.0108 0.1292
0 5339374 0 1315622 0.053 0.0095 0.1245
0 1942257 0 3043858 0.046 0.0146 0.0589
0 5443958 0 4195602 0.046 0.0139 0.0675
0 2649289 0 3796019 0.047 0.0144 0.0645
0 1173600 0 5397037 0.044 0.0158 0.0456
0 1526785 0 2083808 0.046 0.0131 0.0748
0 5308047 0 2905694 0.045 0.015 0.0506
0 3101851 0 5740376 0.054 0.0087 0.1349
0 4728923 0 4475626 0.075 0.0046 0.2493
0 3369344 0 5636925 0.046 0.0136 0.069
0 1838702 0 2726787 0.046 0.0144 0.0644
0 4272172 0 2136455 0.046 0.0146 0.0642
0 1361214 0 1796312 0.047 0.0141 0.0693
0 1955358 0 1792950 0.075 0.0045 0.2478
0 3118263 0 4668144 0.047 0.0137 0.0697
0 4280867 0 2027808 0.055 0.0084 0.1423
0 2215320 0 4144013 0.045 0.0151 0.0532
0 2411565 0 2654563 0.045 0.0146 0.0583
0 1841467 0 5244363 0.079 0.0044 0.2602
0 5635698 0 5493164 0.043 0.0157 0.045
0 1068002 0 4179559 0.053 0.0105 0.1175
0 4969351 0 5348519 0.075 0.0047 0.2466
0 5631710 0 2458614 0.046 0.0147 0.059
0 1915895 0 2421857 0.08 0.0043 0.2672
0 5709128 0 4556000 0.046 0.0148 0.0598
0 1225715 0 2340960 0.074 0.005 0.2385
0 4939934 0 5563748 0.078 0.005 0.2545
0 1408578 0 1624196 0.047 0.0129 0.076
0 3774196 0 1462348 0.066 1e-04 0.2456
0 4625437 0 1644762 0.044 0.0155 0.0493
0 5699464 0 2267393 0.052 0.0097 0.1217
0 2903965 0 2279299 0.074 0.0047 0.2411
0 4943196 0 5085181 0.046 0.0142 0.0646
0 2989806 0 3600058 0.053 0.0093 0.1274
0 5450830 0 2651022 0.041 0.0138 0.0449
0 1728683 0 4598317 0.044 0.0139 0.0624
0 2433407 0 1442212 0.045 0.0149 0.0554
0 4367356 0 1204738 0.046 0.0143 0.0647
0 3518293 0 2374865 0.045 0.0145 0.0582
0 5498469 0 2023618 0.068 1e-04 0.2493
0 5127478 0 2425836 0.046 0.0145 0.0629
0 1406008 0 5325985 0.045 0.0154 0.0474
0 3872082 0 4104104 0.047 0.0136 0.0725
0 3947912 0 4555755 0.045 0.0155 0.0511
0 1538802 0 5341577 0.04 0.0138 0.0453
0 2794842 0 2633507 0.045 0.0159 0.0488
0 2383530 0 1034054 0.047 0.0132 0.079
0 2083220 0 3183379 0.047 0.0124 0.083
0 2735414 0 3346752 0.045 0.0142 0.0598
0 4276517 0 4253513 0.073 0.0062 0.2244
0 4256198 0 4372086 0.046 0.0127 0.0749
0 1136621 0 4201924 0.045 0.0159 0.0465
0 2847575 0 4223046 0.066 0 0.2457
0 2851974 0 2909790 0.047 0.0135 0.0731
0 2423390 0 1912873 0.047 0.0136 0.0692
0 3821357 0 5575244 0.076 0.0047 0.2464
0 5743922 0 2097924 0.069 0 0.254
0 2924173 0 2206687 0.047 0.013 0.0761
0 2379371 0 5349171 0.038 0.012 0.0653
0 3892161 0 2728492 0.046 0.0153 0.0518
0 1248382 0 3274049 0.044 0.0158 0.0467
0 1482683 0 3462326 0.067 1e-04 0.2469
0 4330540 0 4593624 0.046 0.0151 0.0578
0 2830164 0 2942110 0.044 0.0151 0.0521
0 2513684 0 1698382 0.048 0.0125 0.0822
0 5863151 0 1664094 0.074 0.0058 0.233
0 4025636 0 3847332 0.08 0.0048 0.263
0 1415169 0 5726187 0.045 0.0153 0.0525
0 5480632 0 5876844 0.044 0.0149 0.0526
0 3225651 0 4838815 0.046 0.0151 0.0554
0 5820526 0 4073777 0.045 0.0153 0.0508
0 3328103 0 4635977 0.054 0.0089 0.1358
0 1575051 0 1126792 0.053 0.01 0.1215
0 4644757 0 1953920 0.046 0.0142 0.065
0 4330069 0 5730353 0.08 0.0044 0.2649
0 5068333 0 3212081 0.046 0.0134 0.0696
0 3272976 0 4989604 0.045 0.0153 0.0508
0 5625751 0 4906138 0.045 0.0154 0.0522
0 2263243 0 4643817 0.053 0.0094 0.1296
0 3188020 0 1829269 0.048 0.013 0.0795
0 1853241 0 2107062 0.035 0.0082 0.1011
0 2806986 0 1815607 0.046 0.0151 0.055
0 1586360 0 3221663 0.047 0.0132 0.0783
0 2153662 0 4030461 0.046 0.0146 0.0608
0 3368272 0 1879420 0.076 0.005 0.2429
0 4881674 0 1651162 0.046 0.0136 0.07
0 4853847 0 4524383 0.068 0.0058 0.2313
